area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,Ready To Move,4 BHK,,3270,4,3,205,Ambegaon Budruk
Super built-up  Area,Ready To Move,2 BHK,Maantr ,1314,2,2,110,Anandnagar
Super built-up  Area,18-May,3 BHK,,1250,3,2,40,Aundh
Built-up  Area,Ready To Move,2 BHK,AmthaIn,1130,2,2,68,Aundh Road
Plot  Area,Ready To Move,6 Bedroom,,1200,9,3,122,Balaji Nagar
Plot  Area,Ready To Move,6 Bedroom,,890,5,2,160,Baner
Plot  Area,Ready To Move,3 Bedroom,,857,3,2,95,Baner road
Super built-up  Area,Ready To Move,3 BHK,Santste,2247,3,,145,Bhandarkar Road
Super built-up  Area,Ready To Move,3 BHK,Valdsic,1550,3,2,85,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,SMaxyay,1715,2,2,100,Bibvewadi
Super built-up  Area,Ready To Move,2 BHK,Koagati,1053,2,1,53,Bopodi
Plot  Area,Ready To Move,3 Bedroom,,1200,3,0,50,Budhwar Peth
Plot  Area,Ready To Move,3 Bedroom,,1800,2,1,230,Bund Garden Road
Built-up  Area,Ready To Move,5 Bedroom,,2400,4,0,97,Camp
Super built-up  Area,Ready To Move,2 BHK,Seityen,1245,1,3,60,Chandan Nagar
Super built-up  Area,Ready To Move,2 BHK,Proodt ,1320,2,1,160,Dapodi
Plot  Area,Ready To Move,4 Bedroom,PrOakSi,3940,5,3,265,Deccan Gymkhana
Built-up  Area,Ready To Move,3 BHK,Pronyt ,1241,2,1,65,Dehu Road
Built-up  Area,Ready To Move,3 BHK,BriumMi,2980,4,2,260,Dhankawadi
Plot  Area,Ready To Move,6 Bedroom,,600,5,3,130,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,Vaw 1il,1090,2,2,57,Dhole Patil Road
Super built-up  Area,Ready To Move,3 BHK,ViisePa,1390,2,1,50,Erandwane
Plot  Area,Ready To Move,8 Bedroom,,600,4,3,175,Fatima Nagar
Super built-up  Area,Ready To Move,3 BHK,Leora D,2750,5,2,275,Fergusson College Road
Super built-up  Area,21-Dec,3 BHK,PrarePa,1100,2,1,52.97,Ganesh Peth
Built-up  Area,Ready To Move,2 BHK,HawerMa,1350,2,2,103,Ganeshkhind
Built-up  Area,Ready To Move,2 BHK,,800,2,2,55,Ghorpade Peth
Super built-up  Area,Ready To Move,3 BHK,Klark L,1787,3,2,116,Ghorpadi
Built-up  Area,Ready To Move,3 BHK,,2400,3,2,220,Gokhale Nagar
Super built-up  Area,Ready To Move,4 BHK,Oznzaes,3700,4,2,325,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,Klark L,1691,3,2,93.01,Guruwar peth
Super built-up  Area,18-Jul,4 BHK,Rosha I,2119,4,3,111,Hadapsar
Plot  Area,18-Mar,3 Bedroom,Theanmp,2325,3,,95,Hadapsar Industrial Estate
Plot  Area,Ready To Move,5 Bedroom,,570,5,0,80,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,DLhtsnd,1896,3,2,102,Jangali Maharaj Road
Super built-up  Area,17-Oct,3 BHK,Naiewre,1540,3,2,48.51,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,,1244,2,2,95,Karve Nagar
Super built-up  Area,Ready To Move,3 BHK,Naandit,1365,2,2,65,Karve Road
Super built-up  Area,18-May,1 BHK,SaSkyBl,580,1,1,27.5,Kasba Peth
Super built-up  Area,18-Dec,3 BHK,Magiaya,1355,3,2,83.87,Katraj
Plot  Area,Ready To Move,3 Bedroom,,1500,4,2,180,Khadaki
Super built-up  Area,Ready To Move,2 BHK,HMityld,1513,2,3,62,Khadki
Super built-up  Area,Ready To Move,2 BHK,,1175,2,1,41.13,Kharadi
Super built-up  Area,17-Jan,3 BHK,Soitya ,2087,4,2,139,Kondhwa
Super built-up  Area,21-Dec,3 BHK,Sodgere,2273,3,2,145,Kondhwa Budruk
Super built-up  Area,19-May,3 BHK,G conTh,2050,3,2,150,Kondhwa Khurd
Built-up  Area,Ready To Move,2 Bedroom,,1200,2,1,75,Koregaon Park
Super built-up  Area,Ready To Move,2 BHK,,1190,2,3,59,Kothrud
Super built-up  Area,Ready To Move,4 BHK,,600,3,2,85,Law College Road
Super built-up  Area,18-Apr,2 BHK,,1019,2,2,49.86,Laxmi Road
Super built-up  Area,Ready To Move,3 BHK,Prtanha,1830,3,2,133,Lulla Nagar
Plot  Area,Ready To Move,7 Bedroom,,4278,7,1,299,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,2 BHK,MamelKa,1028,2,1,56,Mangalwar peth
Built-up  Area,Ready To Move,2 BHK,Sastaat,1300,2,2,100,Manik Bagh
Super built-up  Area,Ready To Move,2 BHK,Maoma P,1160,2,1,67,Market yard
Super built-up  Area,Ready To Move,3 BHK,,1505,3,2,78,Model colony
Super built-up  Area,Ready To Move,2 BHK,,1250,2,1,55.55,Mukund Nagar
Plot  Area,Ready To Move,1 Bedroom,,400,2,1,50,Mundhawa
Super built-up  Area,Ready To Move,2 BHK,,1175,2,1,41.68,Nagar Road
Super built-up  Area,Ready To Move,2 BHK,Smrryny,1100,2,2,57.6,Nana Peth
Super built-up  Area,Ready To Move,3 BHK,PrBayGa,2159,3,2,120,Narayan Peth
Super built-up  Area,18-May,2 BHK,Jurdsig,1230,2,1,56.45,Narayangaon
Plot  Area,Ready To Move,3 Bedroom,,1200,4,2,180,Navi Peth
Built-up  Area,Ready To Move,5 Bedroom,,3100,6,1,165,Padmavati
Super built-up  Area,18-Jun,5 BHK,Brica E,4500 - 5540,7,0,287,Parvati Darshan
Built-up  Area,Ready To Move,1 Bedroom,,1200,1,0,48,Pashan
Super built-up  Area,Ready To Move,2 BHK,Chisei ,1340,2,1,71,Paud Road
Super built-up  Area,Ready To Move,3 BHK,Vimesar,1750,2,2,89,Pirangut
Super built-up  Area,Ready To Move,2 BHK,,1400,2,1,100,Prabhat Road
Built-up  Area,Ready To Move,3 BHK,,1350,3,0,60,Pune Railway Station
Super built-up  Area,Ready To Move,3 BHK,Reion M,1675,3,3,62,Rasta Peth
Super built-up  Area,21-Dec,2 BHK,Bhe 2ko,1340,2,1,66.33,Raviwar Peth
Built-up  Area,Ready To Move,2 Bedroom,,600,1,0,68,Sadashiv Peth
Super built-up  Area,Ready To Move,2 BHK,Vandak ,1276,2,2,76,Sahakar Nagar
Super built-up  Area,Ready To Move,3 BHK,Srdor S,1738,2,3,76,Salunke Vihar
Super built-up  Area,Ready To Move,2 BHK,,1190,2,2,59.9,Sasson Road
Super built-up  Area,18-Apr,2 BHK,Prarkun,1128,2,1,65.45,Satara Road
Super built-up  Area,Ready To Move,2 BHK,Shnto F,1250,2,1,55,Senapati Bapat Road
Built-up  Area,Ready To Move,2 BHK,Soarkge,1450,2,2,90,Shaniwar Peth
Super built-up  Area,Ready To Move,2 BHK,MRvar S,1084,2,1,53,Shivaji Nagar
Built-up  Area,Ready To Move,4 BHK,,2150,4,2,90,Shukrawar Peth
Built-up  Area,Ready To Move,4 Bedroom,,6000,4,0,625,Sinhagad Road
Plot  Area,Ready To Move,4 Bedroom,,600,3,0,77,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,Kelmsoy,1250,2,2,65,Swargate
Plot  Area,Ready To Move,3 Bedroom,,2400,4,1,240,Tilak Road
Super built-up  Area,Ready To Move,3 BHK,Spews L,1304,3,0,65,Uruli Devachi
Super built-up  Area,Ready To Move,3 BHK,Brway G,1640,3,2,268,Vadgaon Budruk
Built-up  Area,Ready To Move,2 BHK,Brnia G,980,2,1,77.44,Wadgaon Sheri
Super built-up  Area,Ready To Move,2 BHK,Sumesa ,1275,2,2,49.5,Viman Nagar
Plot  Area,Ready To Move,1 Bedroom,,10030,1,1,150,Vishrant Wadi
Plot  Area,Ready To Move,3 Bedroom,,2500,4,0,140,Wagholi
Built-up  Area,Ready To Move,4 Bedroom,,3600,4,0,225,Wakadewadi
Plot  Area,Ready To Move,3 Bedroom,SRbiaxu,2400,4,0,95,Wanowrie
Super built-up  Area,Ready To Move,3 BHK,Prlis A,2300,3,2,280,Warje
Super built-up  Area,18-May,3 BHK,Wiowsri,1450,2,2,70.18,Yerawada
Super built-up  Area,Ready To Move,2 BHK,MVnexde,890,2,1,40,Alandi Road
Super built-up  Area,Ready To Move,2 BHK,Esave E,1340,2,3,85,Ambegaon Budruk
Super built-up  Area,Ready To Move,3 BHK,,1100,2,1,75,Anandnagar
Super built-up  Area,Ready To Move,2 BHK,VBvenal,750,2,1,40,Aundh
Plot  Area,Ready To Move,4 Bedroom,,700,4,2,125,Aundh Road
Super built-up  Area,Ready To Move,2 BHK,DLhtsnd,1300,2,2,66,Balaji Nagar
Super built-up  Area,21-Dec,2 BHK,,1301,2,1,120,Baner
Built-up  Area,Ready To Move,9 Bedroom,,3200,8,1,130,Baner road
Plot  Area,Ready To Move,3 Bedroom,,1900,2,,92,Bhandarkar Road
Super built-up  Area,19-Jul,2 BHK,Soazak ,1299,2,1,105,Bhavani Peth
Super built-up  Area,18-May,3 BHK,,1250,3,3,40,Bibvewadi
Plot  Area,Ready To Move,4 Bedroom,Ieuseut,1600,4,2,300,Bopodi
Super built-up  Area,Ready To Move,2 BHK,Sothin ,925,2,1,55,Budhwar Peth
Plot  Area,Ready To Move,3 Bedroom,Sreat R,3900,3,3,250,Bund Garden Road
Super built-up  Area,Ready To Move,2 BHK,,1107,2,1,45,Camp
Plot  Area,Ready To Move,2 Bedroom,,1400,2,2,160,Chandan Nagar
Super built-up  Area,Ready To Move,2 BHK,,1300,2,1,67,Dapodi
Built-up  Area,Ready To Move,2 BHK,,570,2,1,62,Deccan Gymkhana
Super built-up  Area,Ready To Move,3 BHK,MadorSp,1715,3,2,95,Dehu Road
Built-up  Area,Ready To Move,2 BHK,,1200,2,1,55,Dhankawadi
Plot  Area,Ready To Move,6 Bedroom,,1200,5,1,280,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,,703,2,1,60,Dhole Patil Road
Super built-up  Area,18-Sep,2 BHK,,921,2,2,29.47,Erandwane
Super built-up  Area,Ready To Move,2 BHK,Saavean,1144,2,2,65,Fatima Nagar
Super built-up  Area,21-Jan,1 BHK,PrarePa,525,1,1,26.01,Fergusson College Road
Super built-up  Area,Ready To Move,3 BHK,Asnex A,1400,2,2,56,Ganesh Peth
Super built-up  Area,18-Jun,1 BHK,Soresea,661,1,1,33,Ganeshkhind
Plot  Area,Ready To Move,6 Bedroom,,1200,6,2,160,Ghorpade Peth
Built-up  Area,Ready To Move,5 BHK,,1200,5,2,70,Ghorpadi
Super built-up  Area,Ready To Move,3 BHK,Prensya,1705,3,1,91,Gokhale Nagar
Plot  Area,Ready To Move,5 Bedroom,,1035,5,1,170,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,SRldsnt,1430,2,0,55,Guruwar peth
Super built-up  Area,Ready To Move,2 BHK,Srconor,1240,2,2,55,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,,1325,2,2,60.8,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1230,2,2,44,Hingne Khurd
Super built-up  Area,Ready To Move,2 BHK,,1000,2,3,28,Jangali Maharaj Road
Plot  Area,Ready To Move,4 Bedroom,,740,2,1,24.5,Kalyani Nagar
Super built-up  Area,Ready To Move,3 BHK,SLnssPr,1330,2,2,46.45,Karve Nagar
Super built-up  Area,Ready To Move,4 BHK,Adeatlm,3005,5,,275,Karve Road
Super built-up  Area,Ready To Move,3 BHK,FBazaah,1300,3,2,170,Kasba Peth
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1243,2,2,46,Katraj
Built-up  Area,Ready To Move,4 Bedroom,,936,2,1,60.84,Khadaki
Super built-up  Area,18-Apr,3 BHK,,1500,2,2,100,Khadki
Plot  Area,Ready To Move,3 Bedroom,,1200,4,1,156,Kharadi
Built-up  Area,Ready To Move,2 BHK,,1073,2,2,72,Kondhwa
Built-up  Area,Ready To Move,2 BHK,GKityde,1300,2,2,56,Kondhwa Budruk
Plot  Area,18-May,4 Bedroom,Prldsum,4201,4,3,435,Kondhwa Khurd
Built-up  Area,18-Dec,2 BHK,,1065,2,1,30.75,Koregaon Park
Super built-up  Area,18-Apr,2 BHK,Prtates,1216,2,1,66.88,Kothrud
Built-up  Area,Ready To Move,3 BHK,DLhtsen,1252,3,2,59,Law College Road
Super built-up  Area,19-Aug,2 BHK,,1196,2,1,44.8,Laxmi Road
Built-up  Area,Ready To Move,2 BHK,Srrnasa,1027,2,2,44,Lulla Nagar
Plot  Area,Ready To Move,3 Bedroom,,610,2,1,75,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,3 BHK,,1270,2,2,57.15,Mangalwar peth
Super built-up  Area,16-Nov,2 BHK,Prs 2hi,1171,2,2,39,Manik Bagh
Super built-up  Area,Ready To Move,3 BHK,,1215,2,3,48.6,Market yard
Plot  Area,Ready To Move,1 Bedroom,,600,1,0,20,Model colony
Super built-up  Area,19-Dec,2 BHK,Oreldhi,1180,2,1,77,Mukund Nagar
Built-up  Area,18-Aug,2 BHK,Sryalan,1160,2,1,33.51,Mundhawa
Plot  Area,Ready To Move,4 Bedroom,LGrldti,4382,4,3,400,Nagar Road
Super built-up  Area,20-Sep,3 BHK,Goted U,2140,3,2,139,Nana Peth
Super built-up  Area,Ready To Move,3 BHK,GoandAc,1500,3,1,100,Narayan Peth
Super built-up  Area,Ready To Move,2 BHK,Naavehi,1008,2,2,52,Narayangaon
Super built-up  Area,Ready To Move,3 BHK,SoechHa,1921,4,3,129,Navi Peth
Super built-up  Area,Ready To Move,2 BHK,Puncyya,1127,2,2,32,Padmavati
Super built-up  Area,18-May,3 BHK,Pumesim,1621,3,1,124,Parvati Darshan
Plot  Area,Ready To Move,3 Bedroom,,2400,3,0,360,Pashan
Super built-up  Area,Ready To Move,3 BHK,,1030,2,2,77.25,Paud Road
Super built-up  Area,18-Aug,2 BHK,,1314,2,1,84,Pirangut
Super built-up  Area,Ready To Move,3 BHK,GRhtiru,1220,3,1,56,Prabhat Road
Plot  Area,18-Mar,4 Bedroom,,600,3,1,97,Pune Railway Station
Built-up  Area,Ready To Move,3 BHK,Meowns ,1590,2,3,85,Rasta Peth
Super built-up  Area,Ready To Move,2 BHK,,703,2,1,49.5,Raviwar Peth
Super built-up  Area,18-Aug,3 BHK,Maunt M,1795,3,2,64.62,Sadashiv Peth
Built-up  Area,Ready To Move,4 Bedroom,,3000,3,0,132,Sahakar Nagar
Super built-up  Area,18-Dec,4 BHK,Klark L,4395,4,2,242,Salunke Vihar
Super built-up  Area,Ready To Move,2 BHK,KBityo ,825,2,1,35,Sasson Road
Super built-up  Area,18-Dec,4 BHK,Nileyap,4025,6,1,350,Satara Road
Super built-up  Area,22-Jan,3 BHK,,1254,2,1,70,Senapati Bapat Road
Built-up  Area,Ready To Move,3 BHK,,2040,3,2,114,Shaniwar Peth
Super built-up  Area,Ready To Move,3 BHK,Prtanha,2215,4,2,154,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Tahtsla,1478,2,2,125,Shukrawar Peth
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2475,4,3,337,Sinhagad Road
Super built-up  Area,Ready To Move,3 BHK,Bhacy L,1669,3,2,298,Somwar Peth
Super built-up  Area,Ready To Move,3 BHK,Roarkan,1820,3,2,79.5,Swargate
Super built-up  Area,19-Dec,3 BHK,Prhar G,1623,3,1,89,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1243,2,2,46,Uruli Devachi
Super built-up  Area,Ready To Move,2 BHK,Elodsre,1200,2,2,40.5,Vadgaon Budruk
Super built-up  Area,Ready To Move,3 BHK,Sklls C,1613,3,3,72,Wadgaon Sheri
Super built-up  Area,Ready To Move,2 BHK,Almid P,1293,2,2,80,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,Corus C,1065,2,2,28.5,Vishrant Wadi
Super built-up  Area,18-Apr,2 BHK,SunetSo,940,2,1,69.57,Wagholi
Super built-up  Area,Ready To Move,3 BHK,Trurea ,1181,2,1,65,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2215,3,2,275,Wanowrie
Built-up  Area,Ready To Move,1 BHK,RookaJh,1100,2,,75,Warje
Super built-up  Area,Ready To Move,2 BHK,,1050,2,1,36,Yerawada
Super built-up  Area,Ready To Move,3 BHK,Mayne A,1260,2,1,75,Alandi Road
Super built-up  Area,Ready To Move,5 BHK,,2800,3,2,425,Ambegaon Budruk
Super built-up  Area,Ready To Move,3 BHK,,1500,3,2,56,Anandnagar
Plot  Area,Ready To Move,6 Bedroom,Coronte,1200,6,3,132,Aundh
Plot  Area,18-May,2 Bedroom,,1000,2,0,66,Aundh Road
Super built-up  Area,Ready To Move,3 BHK,PaantPl,1530,3,3,73,Balaji Nagar
Super built-up  Area,Ready To Move,2 BHK,NRosete,1140,2,2,46,Baner
Super built-up  Area,Ready To Move,3 BHK,AlEcone,1864,3,3,115,Baner road
Built-up  Area,Ready To Move,3 BHK,Coa It ,1575,3,3,55,Bhandarkar Road
Plot  Area,18-Dec,3 Bedroom,AkArkti,1200,3,,105,Bhavani Peth
Super built-up  Area,Ready To Move,2 BHK,Deade A,945,2,1,45,Bibvewadi
Super built-up  Area,Ready To Move,3 BHK,Klark L,1691,3,2,100,Bopodi
Plot  Area,Ready To Move,2 Bedroom,,1200,2,3,135,Budhwar Peth
Built-up  Area,18-Aug,3 BHK,Sryalan,1220,3,1,35.25,Bund Garden Road
Built-up  Area,Ready To Move,1 BHK,KHnumla,600,1,1,35,Camp
Super built-up  Area,18-Aug,2 BHK,SSdhimr,1160,2,2,39,Chandan Nagar
Super built-up  Area,Ready To Move,3 BHK,AlEcone,1950,2,,89.5,Dapodi
Super built-up  Area,Ready To Move,3 BHK,Prlla C,1650,3,1,85,Deccan Gymkhana
Built-up  Area,Ready To Move,4 Bedroom,,2400,4,1,150,Dehu Road
Super built-up  Area,Ready To Move,2 BHK,SLtias ,795,1,1,32.6,Dhankawadi
Plot  Area,Ready To Move,5 Bedroom,,800,5,1,95,Dhayari Phata
Plot  Area,Ready To Move,5 Bedroom,,1400,5,1,97,Dhole Patil Road
Super built-up  Area,Ready To Move,3 BHK,,2285,4,1,165,Erandwane
Super built-up  Area,Ready To Move,2 BHK,RInceeg,1243,2,2,46,Fatima Nagar
Super built-up  Area,Ready To Move,2 BHK,DiiteR ,1263,2,1,51.5,Fergusson College Road
Super built-up  Area,Ready To Move,5 BHK,,1200,4,2,115,Ganesh Peth
Super built-up  Area,Ready To Move,3 BHK,SLureSi,1345,2,1,69,Ganeshkhind
Built-up  Area,Ready To Move,5 Bedroom,,4400,5,3,240,Ghorpade Peth
Super built-up  Area,Ready To Move,3 BHK,GMown E,1360,2,1,58,Ghorpadi
Super built-up  Area,Ready To Move,2 BHK,,1026,2,1,60.55,Gokhale Nagar
Super built-up  Area,Ready To Move,2 BHK,,1050,2,2,38,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,,1460,3,3,76,Guruwar peth
Super built-up  Area,Ready To Move,3 BHK,,1525,2,2,91.48,Hadapsar
Built-up  Area,Ready To Move,3 BHK,PuandHi,1843,3,2,85,Hadapsar Industrial Estate
Super built-up  Area,18-Aug,2 BHK,,1000,2,3,25,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,KHage G,1642,2,1,115,Jangali Maharaj Road
Plot  Area,Ready To Move,3 Bedroom,,1200,2,0,66,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,,975,2,1,60,Karve Nagar
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,2,1,44,Karve Road
Super built-up  Area,18-Feb,2 BHK,,1210,2,1,77.93,Kasba Peth
Super built-up  Area,Ready To Move,3 BHK,,2000,3,2,100,Katraj
Super built-up  Area,Ready To Move,2 BHK,DLhtsnd,1225,2,0,68,Khadaki
Super built-up  Area,Ready To Move,2 BHK,HRaniIb,1290,2,1,80.04,Khadki
Built-up  Area,Ready To Move,2 BHK,,1220,2,0,56,Kharadi
Plot  Area,Ready To Move,1 Bedroom,,1500,2,0,85,Kondhwa
Super built-up  Area,Ready To Move,2 BHK,Maisehi,1361,2,2,79,Kondhwa Budruk
Plot  Area,Ready To Move,5 Bedroom,,2801.25,4,1,462,Kondhwa Khurd
Built-up  Area,Ready To Move,2 BHK,NCaveun,1394,2,2,85,Koregaon Park
Super built-up  Area,Ready To Move,2 BHK,,870,2,1,27,Kothrud
Plot  Area,Ready To Move,4 Bedroom,,5000,5,3,300,Law College Road
Super built-up  Area,18-May,2 BHK,Pumesim,1222,2,2,98,Laxmi Road
Super built-up  Area,Ready To Move,2 BHK,Mahosya,1420,2,1,99.39,Lulla Nagar
Super built-up  Area,Ready To Move,3 BHK,,1846,3,2,135,Mahatma Gandhi Road
Plot  Area,Ready To Move,2 Bedroom,,1688.12,2,1,270,Mangalwar peth
Super built-up  Area,Ready To Move,2 BHK,IBityin,1167,2,2,64.08,Manik Bagh
Super built-up  Area,Ready To Move,2 BHK,,902,2,2,25,Market yard
Super built-up  Area,Ready To Move,4 BHK,,2422,4,3,135,Model colony
Super built-up  Area,Ready To Move,2 BHK,,1050,2,2,52.5,Mukund Nagar
Built-up  Area,Ready To Move,2 BHK,,1000,2,0,50,Mundhawa
Built-up  Area,Ready To Move,2 BHK,,1260,2,0,58,Nagar Road
Built-up  Area,Ready To Move,3 Bedroom,,3000,3,2,450,Nana Peth
Super built-up  Area,Ready To Move,2 BHK,DLhtsen,939,2,2,39,Narayan Peth
Plot  Area,Ready To Move,9 Bedroom,,1590,6,1,150,Narayangaon
Plot  Area,Ready To Move,1 Bedroom,,600,1,0,37,Navi Peth
Built-up  Area,Ready To Move,2 BHK,,1298,2,1,59,Padmavati
Super built-up  Area,Ready To Move,3 BHK,Asintas,1710,3,2,135,Parvati Darshan
Super built-up  Area,Ready To Move,2 BHK,Srnumum,1000,2,1,45,Pashan
Super built-up  Area,Ready To Move,3 BHK,Reitice,3350,3,3,150,Paud Road
Plot  Area,Ready To Move,2 Bedroom,,1200,4,1,138,Pirangut
Built-up  Area,Ready To Move,2 BHK,,1100,2,2,68,Prabhat Road
Super built-up  Area,Ready To Move,1 BHK,Vaniai ,615,1,1,46,Pune Railway Station
Super built-up  Area,18-Apr,2 BHK,PualeSk,1350,2,1,85,Rasta Peth
Built-up  Area,Ready To Move,4 Bedroom,,5000,5,2,325,Raviwar Peth
Super built-up  Area,Ready To Move,3 BHK,Lelia M,2700,3,1,501,Sadashiv Peth
Plot  Area,Ready To Move,6 Bedroom,,4000,6,2,460,Sahakar Nagar
Super built-up  Area,Ready To Move,3 BHK,Soiniy ,1718,3,2,130,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,Eladero,1680,3,2,112,Sasson Road
Plot  Area,Ready To Move,2 Bedroom,,1500,2,0,90,Satara Road
Super built-up  Area,18-May,3 BHK,AsastDe,1157,2,1,72,Senapati Bapat Road
Super built-up  Area,Ready To Move,2 BHK,,1179,2,1,51,Shaniwar Peth
Super built-up  Area,Ready To Move,2 BHK,RatosAr,1255 - 1375,2,0,60.48,Shivaji Nagar
Super built-up  Area,18-Mar,2 BHK,,1105,2,2,28.18,Shukrawar Peth
Super built-up  Area,Ready To Move,3 BHK,Bregae ,1800,3,2,175,Sinhagad Road
Super built-up  Area,Ready To Move,2 BHK,ShshaSa,1010,2,1,52,Somwar Peth
Super built-up  Area,18-Jan,1 BHK,Prarkun,630,1,1,46,Swargate
Plot  Area,19-Apr,2 Bedroom,,1200,2,1,36.1,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,,1025,2,1,60,Uruli Devachi
Super built-up  Area,Ready To Move,2 BHK,,1195,2,2,59,Vadgaon Budruk
Super built-up  Area,18-Feb,2 BHK,Alsta F,1012,2,1,58,Wadgaon Sheri
Super built-up  Area,Ready To Move,3 BHK,SoitaCa,1884,4,2,118,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,Soe 2as,1090,2,1,37,Vishrant Wadi
Super built-up  Area,Ready To Move,3 BHK,Prone M,1300,3,2,77.99,Wagholi
Super built-up  Area,Ready To Move,4 BHK,IDldsin,2950,4,2,250,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,SrEndPo,1710,3,3,85,Wanowrie
Super built-up  Area,Ready To Move,3 BHK,,1500,3,1,68,Warje
Super built-up  Area,Ready To Move,3 BHK,Jae 1ke,1310,2,2,53,Yerawada
Super built-up  Area,18-Dec,2 BHK,,674,1,1,19.9,Alandi Road
Built-up  Area,Ready To Move,3 BHK,,1350,3,2,70,Ambegaon Budruk
Built-up  Area,Ready To Move,3 BHK,PlhtsHe,1464,2,2,115,Anandnagar
Built-up  Area,Ready To Move,3 BHK,Asara S,715,2,1,29,Aundh
Built-up  Area,18-Dec,3 BHK,,1400,2,1,40.45,Aundh Road
Super built-up  Area,19-Dec,3 BHK,DSineSt,1625,2,2,48.75,Balaji Nagar
Built-up  Area,18-Dec,2 BHK,,1065,2,1,30.76,Baner
Plot  Area,Ready To Move,6 Bedroom,,510,4,1,70,Baner road
Super built-up  Area,Ready To Move,3 BHK,,1385,3,3,90,Bhandarkar Road
Super built-up  Area,Ready To Move,2 BHK,JKmesHo,1040,2,1,50,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,,1817,3,2,110,Bibvewadi
Super built-up  Area,Ready To Move,2 BHK,PSterAs,1205,2,1,47,Bopodi
Super built-up  Area,Ready To Move,2 BHK,,1070,2,2,33.43,Budhwar Peth
Super built-up  Area,Ready To Move,2 BHK,,1070,2,1,52,Bund Garden Road
Super built-up  Area,Ready To Move,2 BHK,,1340,2,1,75,Camp
Super built-up  Area,Ready To Move,2 BHK,ARomee ,980,2,2,35,Chandan Nagar
Built-up  Area,Ready To Move,2 BHK,SVthaho,1006,2,0,44,Dapodi
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,1098,2,1,71,Deccan Gymkhana
Built-up  Area,Ready To Move,2 BHK,MyeurGr,1200,2,1,53.5,Dehu Road
Super built-up  Area,Ready To Move,4 BHK,Prtanha,4190,4,,325,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,Ahriaup,1019,2,1,62,Dhayari Phata
Super built-up  Area,18-May,2 BHK,,1150,2,2,40.21,Dhole Patil Road
Plot  Area,Ready To Move,3 Bedroom,Vaensnd,1733.5,3,1,120,Erandwane
Super built-up  Area,Ready To Move,2 BHK,Essic C,1415,2,2,120,Fatima Nagar
Built-up  Area,21-Dec,3 BHK,,1750,3,2,58,Fergusson College Road
Super built-up  Area,18-Dec,3 BHK,,1537,3,2,81,Ganesh Peth
Built-up  Area,Ready To Move,2 BHK,Mawerer,1050,2,2,45,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1452,3,3,55.6,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,IBictnd,1246,2,1,95,Ghorpadi
Built-up  Area,Ready To Move,3 BHK,PrrloMo,1890,4,2,85,Gokhale Nagar
Super built-up  Area,18-May,2 BHK,MJtroty,972,2,1,40,Gultekdi
Plot  Area,Ready To Move,4 Bedroom,,10624,4,2,2340,Guruwar peth
Plot  Area,Ready To Move,4 Bedroom,Goodsrb,1500,5,3,160,Hadapsar
Super built-up  Area,18-Aug,1 BHK,Prarkun,630,1,1,33.7,Hadapsar Industrial Estate
Plot  Area,18-Mar,8 Bedroom,,1050,5,0,80,Hingne Khurd
Built-up  Area,Ready To Move,3 BHK,,1255,2,1,60,Jangali Maharaj Road
Plot  Area,Ready To Move,4 Bedroom,,1900,4,2,185,Kalyani Nagar
Plot  Area,Ready To Move,3 Bedroom,,2440,3,1,142,Karve Nagar
Super built-up  Area,21-May,3 BHK,GolusLi,1938,3,3,92.69,Karve Road
